"Id","name_clean","PAIS","perc_occ","threshold","cumple","RankcA1","NormcA1"
"172",9561,"Espeletia glandulosa","COLOMBIA",0.0126582278481013,0.79,"Yes",9,0.0681818181818182
"173",10934,"Espeletia glandulosa","COLOMBIA",0.0126582278481013,0.79,"Yes",9,0.0681818181818182
"174",13662,"Espeletia idroboi","COLOMBIA",0.0833333333333333,0.12,"Yes",3,0.333333333333333
"175",15189,"Espeletia idroboi","COLOMBIA",0.333333333333333,0.12,"Yes",2,0.222222222222222
"176",15798,"Espeletia idroboi","COLOMBIA",0.0833333333333333,0.12,"Yes",3,0.333333333333333
"177",15951,"Espeletia idroboi","COLOMBIA",0.5,0.12,"Yes",1,0.111111111111111
"178",8953,"Espeletia incana","COLOMBIA",0.0357142857142857,0.28,"Yes",4,0.137931034482759
"179",8954,"Espeletia incana","COLOMBIA",0.0357142857142857,0.28,"Yes",4,0.137931034482759
"180",9105,"Espeletia incana","COLOMBIA",0.107142857142857,0.28,"Yes",2,0.0689655172413793
"181",9106,"Espeletia incana","COLOMBIA",0.392857142857143,0.28,"Yes",1,0.0344827586206897
"182",9107,"Espeletia incana","COLOMBIA",0.0714285714285714,0.28,"Yes",3,0.103448275862069
"183",9258,"Espeletia incana","COLOMBIA",0.107142857142857,0.28,"Yes",2,0.0689655172413793
"184",9259,"Espeletia incana","COLOMBIA",0.0357142857142857,0.28,"Yes",4,0.137931034482759
"185",9260,"Espeletia incana","COLOMBIA",0.0357142857142857,0.28,"Yes",4,0.137931034482759
"186",9561,"Espeletia incana","COLOMBIA",0.0714285714285714,0.28,"Yes",3,0.103448275862069
"187",9568,"Espeletia incana","COLOMBIA",0.107142857142857,0.28,"Yes",2,0.0689655172413793
"188",7121,"Espeletia insignis","COLOMBIA",0.25,0.04,"Yes",2,0.666666666666667
"189",7274,"Espeletia insignis","COLOMBIA",0.75,0.04,"Yes",1,0.333333333333333
"190",8958,"Espeletia jaramilloi","COLOMBIA",0.0769230769230769,0.13,"Yes",4,0.181818181818182
"191",8959,"Espeletia jaramilloi","COLOMBIA",0.307692307692308,0.13,"Yes",1,0.0454545454545455
"192",9110,"Espeletia jaramilloi","COLOMBIA",0.153846153846154,0.13,"Yes",3,0.136363636363636
"193",9111,"Espeletia jaramilloi","COLOMBIA",0.0769230769230769,0.13,"Yes",4,0.181818181818182
"194",9263,"Espeletia jaramilloi","COLOMBIA",0.230769230769231,0.13,"Yes",2,0.0909090909090909
"195",9264,"Espeletia jaramilloi","COLOMBIA",0.0769230769230769,0.13,"Yes",4,0.181818181818182
"196",9568,"Espeletia jaramilloi","COLOMBIA",0.0769230769230769,0.13,"Yes",4,0.181818181818182
"197",8039,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"198",8041,"Espeletia jimenez-quesadae","COLOMBIA",0.0769230769230769,0.26,"Yes",4,0.0869565217391304
"199",8195,"Espeletia jimenez-quesadae","COLOMBIA",0.115384615384615,0.26,"Yes",3,0.0652173913043478
"200",8196,"Espeletia jimenez-quesadae","COLOMBIA",0.192307692307692,0.26,"Yes",1,0.0217391304347826
"201",8347,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"202",8348,"Espeletia jimenez-quesadae","COLOMBIA",0.153846153846154,0.26,"Yes",2,0.0434782608695652
"203",8349,"Espeletia jimenez-quesadae","COLOMBIA",0.153846153846154,0.26,"Yes",2,0.0434782608695652
"204",8650,"Espeletia jimenez-quesadae","COLOMBIA",0.0769230769230769,0.26,"Yes",4,0.0869565217391304
"205",9106,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"206",9258,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"207",9561,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"208",9720,"Espeletia jimenez-quesadae","COLOMBIA",0.0384615384615385,0.26,"Yes",5,0.108695652173913
"209",2866,"Espeletia liscanoana","VENEZUELA",0.928571428571429,0.14,"Yes",1,0.333333333333333
"210",5141,"Espeletia liscanoana","VENEZUELA",0.0714285714285714,0.14,"Yes",2,0.666666666666667
"211",4538,"Espeletia lucida","VENEZUELA",0.444444444444444,0.09,"Yes",2,0.666666666666667
"212",4539,"Espeletia lucida","VENEZUELA",0.555555555555556,0.09,"Yes",1,0.333333333333333
"213",12458,"Espeletia miradorensis","COLOMBIA",1,0.01,"Yes",1,1
"214",8651,"Espeletia nemekenei","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.136363636363636
"215",8810,"Espeletia nemekenei","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.136363636363636
"216",8954,"Espeletia nemekenei","COLOMBIA",0.263157894736842,0.19,"Yes",1,0.0454545454545455
"217",9106,"Espeletia nemekenei","COLOMBIA",0.157894736842105,0.19,"Yes",2,0.0909090909090909
"218",9107,"Espeletia nemekenei","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.136363636363636
"219",9258,"Espeletia nemekenei","COLOMBIA",0.157894736842105,0.19,"Yes",2,0.0909090909090909
"220",9408,"Espeletia nemekenei","COLOMBIA",0.157894736842105,0.19,"Yes",2,0.0909090909090909
"221",9720,"Espeletia nemekenei","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.136363636363636
"222",10480,"Espeletia nemekenei","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.136363636363636
"223",9720,"Espeletia oswaldiana","COLOMBIA",0.0909090909090909,0.11,"Yes",3,0.5
"224",9872,"Espeletia oswaldiana","COLOMBIA",0.181818181818182,0.11,"Yes",2,0.333333333333333
"225",9874,"Espeletia oswaldiana","COLOMBIA",0.727272727272727,0.11,"Yes",1,0.166666666666667
"226",9258,"Espeletia paipana","COLOMBIA",1,0.05,"Yes",1,1
"227",1305,"Espeletia perijaensis","COLOMBIA",0.227272727272727,0.22,"Yes",2,0.0689655172413793
"228",1305,"Espeletia perijaensis","VENEZUELA",0.0454545454545455,0.22,"Yes",5,0.172413793103448
"229",1457,"Espeletia perijaensis","COLOMBIA",0.136363636363636,0.22,"Yes",3,0.103448275862069
"230",1458,"Espeletia perijaensis","COLOMBIA",0.318181818181818,0.22,"Yes",1,0.0344827586206897
"231",1458,"Espeletia perijaensis","VENEZUELA",0.0909090909090909,0.22,"Yes",4,0.137931034482759
"232",1610,"Espeletia perijaensis","COLOMBIA",0.0909090909090909,0.22,"Yes",4,0.137931034482759
"233",2069,"Espeletia perijaensis","COLOMBIA",0.0454545454545455,0.22,"Yes",5,0.172413793103448
"234",2069,"Espeletia perijaensis","VENEZUELA",0.0454545454545455,0.22,"Yes",5,0.172413793103448
"235",9405,"Espeletia pescana","COLOMBIA",0.0384615384615385,0.26,"Yes",4,0.19047619047619
"236",9416,"Espeletia pescana","COLOMBIA",0.0769230769230769,0.26,"Yes",3,0.142857142857143
"237",9568,"Espeletia pescana","COLOMBIA",0.423076923076923,0.26,"Yes",1,0.0476190476190476
"238",9717,"Espeletia pescana","COLOMBIA",0.0769230769230769,0.26,"Yes",3,0.142857142857143
"239",9721,"Espeletia pescana","COLOMBIA",0.0384615384615385,0.26,"Yes",4,0.19047619047619
"240",9870,"Espeletia pescana","COLOMBIA",0.307692307692308,0.26,"Yes",2,0.0952380952380952
"241",9875,"Espeletia pescana","COLOMBIA",0.0384615384615385,0.26,"Yes",4,0.19047619047619
"242",8959,"Espeletia pulcherrima","COLOMBIA",0.5,0.02,"Yes",1,0.5
"243",8960,"Espeletia pulcherrima","COLOMBIA",0.5,0.02,"Yes",1,0.5
"244",4538,"Espeletia purpurascens","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.222222222222222
"245",6359,"Espeletia purpurascens","VENEZUELA",0.235294117647059,0.17,"Yes",1,0.0555555555555556
"246",6511,"Espeletia purpurascens","COLOMBIA",0.117647058823529,0.17,"Yes",3,0.166666666666667
"247",6512,"Espeletia purpurascens","COLOMBIA",0.0588235294117647,0.17,"Yes",4,0.222222222222222
"248",6665,"Espeletia purpurascens","COLOMBIA",0.117647058823529,0.17,"Yes",3,0.166666666666667
"249",6665,"Espeletia purpurascens","VENEZUELA",0.235294117647059,0.17,"Yes",1,0.0555555555555556
"250",6666,"Espeletia purpurascens","VENEZUELA",0.176470588235294,0.17,"Yes",2,0.111111111111111
"251",10018,"Espeletia raquirensis","COLOMBIA",1,0.07,"Yes",1,1
"252",5738,"Espeletia roberti","COLOMBIA",0.631578947368421,0.19,"Yes",1,0.111111111111111
"253",6813,"Espeletia roberti","COLOMBIA",0.263157894736842,0.19,"Yes",2,0.222222222222222
"254",10611,"Espeletia roberti","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.333333333333333
"255",10916,"Espeletia roberti","COLOMBIA",0.0526315789473684,0.19,"Yes",3,0.333333333333333
"256",6966,"Espeletia rositae","COLOMBIA",0.2,0.15,"Yes",1,0.0476190476190476
"257",7427,"Espeletia rositae","COLOMBIA",0.0666666666666667,0.15,"Yes",3,0.142857142857143
"258",8495,"Espeletia rositae","COLOMBIA",0.0666666666666667,0.15,"Yes",3,0.142857142857143
"259",8650,"Espeletia rositae","COLOMBIA",0.0666666666666667,0.15,"Yes",3,0.142857142857143
"260",8801,"Espeletia rositae","COLOMBIA",0.0666666666666667,0.15,"Yes",3,0.142857142857143
"261",8802,"Espeletia rositae","COLOMBIA",0.2,0.15,"Yes",1,0.0476190476190476
"262",8803,"Espeletia rositae","COLOMBIA",0.133333333333333,0.15,"Yes",2,0.0952380952380952
"263",9568,"Espeletia rositae","COLOMBIA",0.133333333333333,0.15,"Yes",2,0.0952380952380952
"264",10916,"Espeletia rositae","COLOMBIA",0.0666666666666667,0.15,"Yes",3,0.142857142857143
"265",6661,"Espeletia sanchezii","COLOMBIA",0.0769230769230769,0.13,"Yes",2,0.4
"266",6663,"Espeletia sanchezii","COLOMBIA",0.846153846153846,0.13,"Yes",1,0.2
"267",6816,"Espeletia sanchezii","COLOMBIA",0.0769230769230769,0.13,"Yes",2,0.4
"268",16866,"Espeletia schultesiana","COLOMBIA",0.08,0.25,"Yes",4,0.137931034482759
"269",17014,"Espeletia schultesiana","COLOMBIA",0.04,0.25,"Yes",5,0.172413793103448
"270",17018,"Espeletia schultesiana","COLOMBIA",0.36,0.25,"Yes",1,0.0344827586206897
"271",17019,"Espeletia schultesiana","COLOMBIA",0.08,0.25,"Yes",4,0.137931034482759
"272",17170,"Espeletia schultesiana","COLOMBIA",0.04,0.25,"Yes",5,0.172413793103448
"273",17323,"Espeletia schultesiana","COLOMBIA",0.04,0.25,"Yes",5,0.172413793103448
"274",17475,"Espeletia schultesiana","COLOMBIA",0.16,0.25,"Yes",3,0.103448275862069
"275",17476,"Espeletia schultesiana","COLOMBIA",0.2,0.25,"Yes",2,0.0689655172413793
"276",7274,"Espeletia sclerophylla","COLOMBIA",0.0909090909090909,0.11,"Yes",3,0.272727272727273
"277",7275,"Espeletia sclerophylla","COLOMBIA",0.0909090909090909,0.11,"Yes",3,0.272727272727273
"278",7427,"Espeletia sclerophylla","COLOMBIA",0.454545454545455,0.11,"Yes",1,0.0909090909090909
"279",7581,"Espeletia sclerophylla","COLOMBIA",0.181818181818182,0.11,"Yes",2,0.181818181818182
"280",9866,"Espeletia sclerophylla","COLOMBIA",0.181818181818182,0.11,"Yes",2,0.181818181818182
"281",4840,"Espeletia spectabilis","VENEZUELA",0.0476190476190476,0.21,"Yes",3,0.272727272727273
"282",4842,"Espeletia spectabilis","VENEZUELA",0.0952380952380952,0.21,"Yes",2,0.181818181818182
"283",4993,"Espeletia spectabilis","VENEZUELA",0.0476190476190476,0.21,"Yes",3,0.272727272727273
"284",4994,"Espeletia spectabilis","VENEZUELA",0.0952380952380952,0.21,"Yes",2,0.181818181818182
"285",4995,"Espeletia spectabilis","VENEZUELA",0.714285714285714,0.21,"Yes",1,0.0909090909090909
"286",6663,"Espeletia standleyana","COLOMBIA",0.210526315789474,0.19,"Yes",2,0.0952380952380952
"287",6814,"Espeletia standleyana","COLOMBIA",0.157894736842105,0.19,"Yes",3,0.142857142857143
"288",6966,"Espeletia standleyana","COLOMBIA",0.315789473684211,0.19,"Yes",1,0.0476190476190476
"289",7118,"Espeletia standleyana","COLOMBIA",0.0526315789473684,0.19,"Yes",4,0.19047619047619
"290",7273,"Espeletia standleyana","COLOMBIA",0.0526315789473684,0.19,"Yes",4,0.19047619047619
"291",7274,"Espeletia standleyana","COLOMBIA",0.0526315789473684,0.19,"Yes",4,0.19047619047619
"292",7427,"Espeletia standleyana","COLOMBIA",0.157894736842105,0.19,"Yes",3,0.142857142857143
"293",6359,"Espeletia steyermarkii","VENEZUELA",0.333333333333333,0.09,"Yes",1,0.142857142857143
"294",6665,"Espeletia steyermarkii","VENEZUELA",0.222222222222222,0.09,"Yes",2,0.285714285714286
"295",6667,"Espeletia steyermarkii","VENEZUELA",0.222222222222222,0.09,"Yes",2,0.285714285714286
"296",7121,"Espeletia steyermarkii","COLOMBIA",0.222222222222222,0.09,"Yes",2,0.285714285714286
"297",11847,"Espeletia summapacis","COLOMBIA",0.3,0.2,"Yes",2,0.111111111111111
"298",12153,"Espeletia summapacis","COLOMBIA",0.2,0.2,"Yes",3,0.166666666666667
"299",12306,"Espeletia summapacis","COLOMBIA",0.35,0.2,"Yes",1,0.0555555555555556
"300",12458,"Espeletia summapacis","COLOMBIA",0.05,0.2,"Yes",4,0.222222222222222
"301",12460,"Espeletia summapacis","COLOMBIA",0.05,0.2,"Yes",4,0.222222222222222
"302",12764,"Espeletia summapacis","COLOMBIA",0.05,0.2,"Yes",4,0.222222222222222
"303",6359,"Espeletia tamana","VENEZUELA",0.3125,0.16,"Yes",2,0.142857142857143
"304",6511,"Espeletia tamana","COLOMBIA",0.375,0.16,"Yes",1,0.0714285714285714
"305",6665,"Espeletia tamana","COLOMBIA",0.0625,0.16,"Yes",4,0.285714285714286
"306",6666,"Espeletia tamana","VENEZUELA",0.1875,0.16,"Yes",3,0.214285714285714
"307",8503,"Espeletia tamana","COLOMBIA",0.0625,0.16,"Yes",4,0.285714285714286
"308",9105,"Espeletia tibamoensis","COLOMBIA",0.5,0.02,"Yes",1,0.5
"309",9870,"Espeletia tibamoensis","COLOMBIA",0.5,0.02,"Yes",1,0.5
"310",2713,"Espeletia trujillensis","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.153846153846154
"311",2865,"Espeletia trujillensis","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.153846153846154
"312",2866,"Espeletia trujillensis","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.153846153846154
"313",3170,"Espeletia trujillensis","VENEZUELA",0.117647058823529,0.17,"Yes",3,0.115384615384615
"314",3171,"Espeletia trujillensis","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.153846153846154
"315",3322,"Espeletia trujillensis","VENEZUELA",0.0588235294117647,0.17,"Yes",4,0.153846153846154
"316",3324,"Espeletia trujillensis","VENEZUELA",0.352941176470588,0.17,"Yes",1,0.0384615384615385
"317",3477,"Espeletia trujillensis","VENEZUELA",0.235294117647059,0.17,"Yes",2,0.0769230769230769
"318",9107,"Espeletia tunjana","COLOMBIA",0.0851063829787234,0.47,"Yes",4,0.0615384615384615
"319",9257,"Espeletia tunjana","COLOMBIA",0.0425531914893617,0.47,"Yes",5,0.0769230769230769
"320",9258,"Espeletia tunjana","COLOMBIA",0.0212765957446809,0.47,"Yes",6,0.0923076923076923
"321",9260,"Espeletia tunjana","COLOMBIA",0.0851063829787234,0.47,"Yes",4,0.0615384615384615
"322",9408,"Espeletia tunjana","COLOMBIA",0.127659574468085,0.47,"Yes",2,0.0307692307692308
"323",9411,"Espeletia tunjana","COLOMBIA",0.0212765957446809,0.47,"Yes",6,0.0923076923076923
"324",9412,"Espeletia tunjana","COLOMBIA",0.0212765957446809,0.47,"Yes",6,0.0923076923076923
"325",9565,"Espeletia tunjana","COLOMBIA",0.0425531914893617,0.47,"Yes",5,0.0769230769230769
"326",9715,"Espeletia tunjana","COLOMBIA",0.0212765957446809,0.47,"Yes",6,0.0923076923076923
"327",9717,"Espeletia tunjana","COLOMBIA",0.148936170212766,0.47,"Yes",1,0.0153846153846154
"328",9720,"Espeletia tunjana","COLOMBIA",0.0425531914893617,0.47,"Yes",5,0.0769230769230769
"329",9721,"Espeletia tunjana","COLOMBIA",0.127659574468085,0.47,"Yes",2,0.0307692307692308
"330",9870,"Espeletia tunjana","COLOMBIA",0.0851063829787234,0.47,"Yes",4,0.0615384615384615
"331",9873,"Espeletia tunjana","COLOMBIA",0.106382978723404,0.47,"Yes",3,0.0461538461538461
"332",9874,"Espeletia tunjana","COLOMBIA",0.0212765957446809,0.47,"Yes",6,0.0923076923076923
"333",8953,"Espeletiopsis laxiflora","COLOMBIA",1,0.01,"Yes",1,1
"334",9866,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"335",10016,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"336",10017,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"337",10018,"Espeletiopsis rabanalensis","COLOMBIA",0.3,0.2,"Yes",1,0.0294117647058824
"338",10019,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"339",10170,"Espeletiopsis rabanalensis","COLOMBIA",0.15,0.2,"Yes",3,0.0882352941176471
"340",10322,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"341",10324,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
"342",10325,"Espeletiopsis rabanalensis","COLOMBIA",0.2,0.2,"Yes",2,0.0588235294117647
"343",10326,"Espeletiopsis rabanalensis","COLOMBIA",0.05,0.2,"Yes",4,0.117647058823529
